PDF name,Passage number,Reading Passage,Directions,Passage title (if any),Question number,Questions,Cognitive reasoning category,Item type,Item_type (multiple_choice or written_response),Choice_1,Choice_2,Choice_3,Choice_4,Text_in_box_in_passage,Text_in_box_in_question,Text_in_box_in_option,Correct answer,Percent students answering correctly,Percent of students selecting_choice 1,Percent of students selecting_choice 2,Percent of students selecting_choice 3,Percent of students selecting_choice 4,Standard,DOK,Word count (passage),Lexile (passage),Flesch-Kincaid (passage),Does the passage have any images? (Yes/No),"Do the questions have any images or refer to an image, table, or other illustration? (Yes/ No)",Do the options/ choices have any images? (Yes/No),Footnote to passage (write text in footnote),Copyright information,Other instructions,Other information
2021-released-items-ela-g5,3,"1. In a valley in the highlands of Scotland, there once lived a young tenant farmer, Gregor, and his widowed mother. Although they worked hard, they could never accumulate enough money to buy the flock of sheep they longed to have, for their small parcel of land produced only modest amounts of oats and barley To make matters worse, MacTavish, the owner of this and many other crofts, always found reasons not to pay the farmers all they had earned....

2. When he opened the door each morning and looked out, he saw MacTavish's house on top of a mountain, a magnificent stone mansion surrounded by red, pink, and violet rhododendrons. Gregor often climbed the slope and stood outside the iron gates, wondering what fine furnishings and delicious foods lay within. Neighbors claimed that MacTavish owned many houses and even kept a chest of gems under his bed. As Gregor, his mother, and their neighbors grew gaunt and pale with hard work and not enough food, they railed against MacTavish, who had swindled all of them at one time or another.

3. One day, as Gregor listened to the bagpipe music that drifted from the open windows of MacTavish's mansion, he had an idea. That night, when his mother was asleep, he emptied the jug that held their money and counted it. After putting back a few coins for food, he put the rest in his pocket. The next morning, he hurried to the market, where he went from farmer to farmer, asking the prices of sheep for sale. Gregor found many handsome animals, but they were all too expensive. When he reached a stall with scrawny and sickly sheep, the owner beckoned to him....

4. Gregor shook his head and began to walk away. The man grabbed his sleeve and whispered in his ear, ""This one will make her owner rich!"" Gregor examined the old sheep with spindly legs and dirty, unkempt wool—the worst of the lot. ""If she will make me rich,"" said Gregor, ""how is it that she has not done so for you?""

5. The man paused, thinking. ""I have not had her long enough!""

6. ""Nonsense,"" said Gregor, but he gave the man his money and led the pitiful animal home.

7. When his mother saw what he had bought with their money, she burst into tears. ""My foolish son, what have you done? Now we will starve, and no one will help us!""

8. ""Do as I say, Mother, and we will be rich. I promise.""

9. She wanted to believe him. Wiping her eyes with her ragged sleeve, she asked what he wanted her to do.

10. ""Go to market and tell everyone that your son has a sheep that will make whoever owns her rich,"" said Gregor.. . .

11. One morning, a carriage arrived. Two servants opened the door and a stout, well- dressed gentleman emerged. His Tartan kilt was made of the finest wool, his ascot was pure silk, and his shoes had silver buckles. On his fat fingers were eight gold rings, and his pomaded hair glistened in the sun. It was MacTavish!

12. Gregor bowed as if to royalty. MacTavish looked at him sternly. ""I have come to rid you of the unfortunate sheep that everyone is talking about,"" said MacTavish, opening his sporran. ""I can pay your price and I will have her, even though she has done nothing for you, I see."" MacTavish sneered at Gregor.

13. Gregor hugged Dear One. ""I will not sell her to you!""

14. At that, MacTavish, whose servants were helping him into his carriage, turned and marched back. ""I will pay anything,"" he said. ""Name the price.""

15. Gregor was ready. ""That,"" he said, pointing up to the mansion above them. ""I will have the dwelling and everything in it—furniture, utensils, even the chest of gems under your bed."" 

16. ""Done,"" said MacTavish.

17. The next day, Gregor and his mother moved into the mansion that had once belonged to MacTavish, and MacTavish brought Dear One to the market so that all might see he could indeed own anything he wanted. Then MacTavish and the sheep rode away in his carriage to another of his houses in a valley beyond the mountains.

18. After months had passed and the sheep had done nothing to increase MacTavish's riches, he realized he had been swindled. Furious beyond speech, he returned to the mansion, but Gregor would not open the gates.

19. ""I have been cheated!"" shouted MacTavish.

20. ""You have not been cheated,"" said Gregor. ""I was the owner of the sheep, and she has made me rich, hasn't she?""

21. ""Yes, but...,"" sputtered MacTavish.

22. ""Then you got what you paid for."" Gregor turned and walked away.

23. Soon afterward, Gregor sold the chest of gems and bought the huge flock of sheep he and his mother had always wanted. He shared the rest of his fortune with the other poor families of the valley who had been cheated by MacTavish.""",*Directions Read this story. Then answer questions 15 through 21*.,""" *Excerpt from Gregor and the Sheep* _by Toby Rosenstrauch_ """,15,1. How do paragraphs 1 and 23 relate to each other?,,,multiple_choice,A They show the change in Gregor's life during the story.,B They show what Gregor has learned in the story.,C They show how MacTavish changes in the story.,D They show the growth of MacTavish's fortune during the story.,crofts = small farms; swindled = cheated or tricked; Tartan kilt = traditional clothing worn by Scottish Highlanders; ascot = a type of necktie; sporran = a small bag worn at the waist for holding personal items,,,A,,,,,,CCSS.ELA-Literacy.RL5.5,,816,980L,5.7,No,No,No,,,,
2021-released-items-ela-g5,3,,,,16,"2. What does the phrase ""marched back"" in paragraph 14 suggest about MacTavish?",,,multiple_choice,A He is confused.,B He is worried.,C He is determined.,D He is excited.,,,,C,,,,,,CCSS.ELA-Literacy.RL.5.4,,,,,No,No,No,,,,
2021-released-items-ela-g5,3,,,,17,3. How are Gregor and the man who sold the sheep to him similar?,,,multiple_choice,A They are both unskilled at selling things to people.,B They both try to trick someone in order to make money.,C They are both concerned with helping their family and neighbors.,D They both believe that animals can have special qualities.,,,,B,,,,,,CCSS.ELA-Literacy.RL5.3,,,,,No,No,No,,,,
2021-released-items-ela-g5,3,,,,18,4. Which of Gregor's actions shows how he is different from MacTavish?,,,multiple_choice,A Gregor cheats another person.,B Gregor buys a sickly sheep.,C Gregor shares his wealth.,D Gregor moves to a big house.,,,,C,,,,,,CCSS.ELA-Literacy.RL5.3,,,,,No,No,No,,,,
2021-released-items-ela-g5,3,,,,19,5. Which sentence is true about Gregor and MacTavish?,,,multiple_choice,"A MacTavish has a plan for how the sheep will make him rich, but Gregor does not.","B MacTavish wants to own big houses and many jewels, but Gregor does not. C Gregor wants to move away to another land, but MacTavish does not.","D Gregor is generous with his family and his neighbors, but MacTavish is not.",Which sentence expresses a theme of the story?,,,,D,,,,,,CCSS.ELA-Literacy.RL5.3,,,,,No,No,No,,,,
2021-released-items-ela-g5,3,,,,20,6. Which sentence expresses a theme of the story?,,,multiple_choice,A Big loss can come from being greedy.,B Family can make hard times seem easier. C Wealth may come from hard work.,D Appreciating others can lead to happiness.,Which detail would be most important to include in a summary of the story?,,,,A,,,,,,CCSS.ELA-Literacy.RL5.2,,,,,No,No,No,,,,
2021-released-items-ela-g5,3,,,,21,7. Which detail would be *most* important to include in a summary of the story?,,,multiple_choice,A Gregor goes to the market and talks to many farmers about their sheep.,B Gregor' s mother is asleep when Gregor takes money to buy the sheep.,C MacTavish lives at another one of his houses after he buys the sheep from Gregor.,D MacTavish goes to buy Gregor's sheep after he hears rumors about the animal.,,,,D,,,,,,CCSS.ELA-Literacy.RL5.2,,,,,No,No,No,,,,
2021-released-items-ela-g5,4,"""1. ""Come,"" Wangari's mother called. She beckoned her young daughter over to a tall tree with a wide, smooth trunk and a crown of green, oval leaves.

2. ""Feel,"" her mother whispered.

3. Wangari spread her small hands over the tree's trunk. She smoothed her fingers over
the rough bark.

4. ""This is the _mugum, of_  her mother said. ""It is home to many. It feeds many too.""

5. She snapped off a wild fig from a low branch, and gave it to her daughter. Wangari
ate the delicious fruit, just as geckos and elephants did. High in the tree, birds chirped in their nests. The branches bounced with jumping monkeys.

6. ""Our people, the Kikuyu of Kenya, believe that our ancestors rest in the tree's shade,"" her mother explained.

7. Wangari wrapped her arms around the trunk as if hugging her great-grandmother's spirit. She promised never to cut down the tree....

8. When Wangari finished elementary school, she was eleven years old. Her mind was like a seed rooted in rich soil, ready to grow. Wangari wanted to continue her education, but to do so she would have to leave her village and move to the capital city of Nairobi. Wangari had never been farther than her valley's ridge. She was scared.

9. ""Go,"" her mother said. She picked up a handful of earth and placed it gently into her daughter's hand. ""Where you go, we go."" ...

10. As graduation neared, Wangari told her friends she wanted to become a biologist.

11. ""Not many native women become biologists,"" they told her.

12. ""I will,"" she said. 

13. Wangari watched sadly as her government sold more and more land to big companies that cut down forests for timber and to clear land for coffee plantations. Native trees such as cedar and acacia vanished. Without trees, birds had no place to nest. Monkeys lost their swings. Tired mothers walked miles for firewood....

14. When Wangari visited her village she saw that the Kikuyu custom of not chopping down the _mugumo_ trees had been lost. No longer held in place by tree roots, the soil streamed into the rivers. The water that had been used to grow maize, bananas, and sweet potatoes turned to mud and dried up. Many families went hungry.

15. Wangari could not bear to think of the land being destroyed. Now married and the mother of three children, she worried about what would happen to the mothers and children who depended on the land.

16. ""We must do something,"" Wangari said.

17. Wangari had an idea as small as a seed but as tall as a tree that reaches for the sky. "" _Harabee_ ! Let's work together!"" she said to her countrywomen—mothers like her. Wangari dug deep into the soil, a seedling by her side. ""We must plant trees."" ...

18. Wangari traveled to villages, towns, and cities with saplings and seeds, shovels and hoes. At each place she went, women planted rows of trees that looked like green belts across the land. Because of this they started calling themselves the Green Belt Movement.

19. ""We might not change the big world but we can change the landscape of the forest,"" she said.

20. One tree turned to ten, ten to one hundred, one hundred to one million, all the way up to thirty million planted trees. Kenya grew green again. Birds nested in new trees. Monkeys swung on branches. Rivers filled with clean water. Wild figs grew heavy in mugumo branches.

21. Mothers fed their children maize, bananas, and sweet potatoes until they could eat no more.""","*Directions Read this article. Then answer questions 22 through 28.*
_This is the true story of a Kenyan woman named Wangari Maathai._",""" *Excerpt from Seeds of Change: Planting a Path to Peace* _by Jen Cullerton Johnson_ """,22,1. What idea is developed in paragraphs 4 through 7?,,,multiple_choice,A Wangari and her mother want to plant more trees.,B Mugumo trees are important to people and animals.,C Mugumo trees can provide shade to many people.,D Wangari and her mother think education is important.,,,,B,,,,,,CCSS.ELA-Literacy.RI.5.3,,577,670L,4.9,No,No,No,,,,
2021-released-items-ela-g5,4,,,,23,"2. Read this sentence from paragraph 8 of the article. 

*Her mind was like a seed rooted in rich soil, ready to grow*.

What does the sentence help the reader to understand about Wangari?",,,multiple_choice,A She likes to think about plants.,B She wants to keep learning.,C She imagines ways to help others.,D She believes in working together.,,,,B,,,,,,CCSS.ELA-Literacy.L5.5,,,,,No,No,No,,,,
2021-released-items-ela-g5,4,,,,24,3. How are the details in paragraphs 13 and 14 organized?,,,multiple_choice,A as a description of how animal habitats changed,B as an explanation of the solution to a problem in the environment,C as a comparison of the village before and after the government sold the land,D as a description of how a problem was caused in the area and its effects,,,,D,,,,,,CCSS.ELA-Literacy.RI.5.3,,,,,No,No,No,,,,
2021-released-items-ela-g5,4,,,,25,4. Paragraphs 17 and 18 explain that Wangari spread her idea by,,,multiple_choice,A sharing it with women around the country,B giving it the name Green Belt Movement,C watching the land in Kenya turn green again,D planting trees herself everywhere she went,,,,A,,,,,,CCSS.ELA-Literacy.RI.5.3,,,,,No,No,No,,,,
2021-released-items-ela-g5,4,,,,26,5. Which sentence *most likely* expresses Wangari's point of view?,,,multiple_choice,A People can make the changes they want by working together with determination.,B People change their traditions and customs with each generation.,C People cannot rely on the government to help them in a time of need.,D People in other countries do not need to work as hard on the same problem.,,,,A,,,,,,CCSS.ELA-Literacy.RI.5.6,,,,,No,No,No,,,,
2021-released-items-ela-g5,4,,,,27,6. How does the title of the article support a main idea?,,,multiple_choice,A It describes advice Wangari followed.,B It describes how Wangari solved a problem.,C It explains how Wangari felt about trees.,D It explains which values Wangari's village held.,,,,B,,,,,,CCSS.ELA-Literacy.RI.5.2,,,,,No,No,No,,,,
